gid,role,role_score,cluster_id,priority_score,evidence,rule,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,fast_share,seed_payers,seeds_2hop,pagerank,betweenness,max_payers_same_day,truncated,n_cycles,cycle_kzt,n_fast_chains,split_flag,anomaly_z
100000000404740100,peripheral,0.4,25,0.2066,"Обрыв выгрузки на 4-м колене: получил 25 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,25000.0,0.0,1,0,0.0,,0,0,0.0005579901,0.0,1,True,0,0.0,0,False,-0.14
100000000408846100,peripheral,0.7,26,0.1386,"Разовое поступление: 40 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,40500.0,0.0,1,0,0.0,,0,0,0.0002957256,0.0,1,False,0,0.0,0,False,-0.4
100000000413678100,peripheral,0.5,3,0.3384,"Получил 306 тыс ₸, отдал 528 тыс ₸ (172%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,2,3,306500.0,528198.0,2,18,1.723321,0.14767,0,0,0.0003006989,5.76607e-05,2,False,0,0.0,2,True,1.49
100000000424935100,peripheral,0.4,28,0.0989,"Обрыв выгрузки на 4-м колене: получил 15 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,15000.0,0.0,1,0,0.0,,0,0,0.000301448,0.0,1,True,0,0.0,0,False,-0.14
100000000425407100,peripheral,0.7,2,0.2267,"Разовое поступление: 20 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,20000.0,0.0,1,0,0.0,,0,1,0.0003050946,0.0,1,False,0,0.0,0,False,-0.31
100000000437046100,coordinator,0.999,0,0.9315,"Хаб: собирает и раздаёт: 9 плательщиков → 42 получателей, через узел 7,6 млн ₸; 1 seed в 2 шагах выше; посредничество выше 99% узлов",C1,2,False,9,42,1107200.0,7606224.0,20,73,6.869783,0.867455,0,1,0.000792486,0.0021971485,3,False,472,7204125.0,72,False,4.41
100000000440392100,peripheral,0.7,5,0.2989,"Разовое поступление: 106 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,105705.0,0.0,4,0,0.0,,1,1,0.0002969345,0.0,1,False,0,0.0,0,False,0.03
100000000456947100,peripheral,0.9,72,0.0,Seed-клиент без переводов ≥5 тыс ₸ внутри банка за июль,P-orphan,0,True,0,0,0.0,0.0,0,0,,,0,0,0.0002855693,0.0,0,False,0,0.0,0,False,-0.39
100000000470237100,peripheral,0.4,28,0.2255,"Обрыв выгрузки на 4-м колене: получил 32 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,32500.0,0.0,1,0,0.0,,0,0,0.0005846334,0.0,1,True,0,0.0,0,False,-0.14
100000000481716100,peripheral,0.7,8,0.1266,"Разовое поступление: 8 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,8000.0,0.0,1,0,0.0,,0,0,0.0003771539,0.0,1,False,0,0.0,0,False,-0.4
100000000489417100,transit,0.912,13,0.6549,"Транзит: получил 74 тыс ₸, отдал 80 тыс ₸ (109%); 100% суммы ушло в течение 2 дн. после поступления",T1,2,False,3,1,73504.0,80000.0,3,1,1.088376,1.0,0,1,0.0005517574,1.40455e-05,2,False,0,0.0,1,False,0.23
100000000490383100,peripheral,0.5,5,0.5133,"Получил 63 тыс ₸, отдал 461 тыс ₸ (737%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,2,False,3,8,62600.0,461375.0,3,9,7.370208,0.010837,0,1,0.0005480374,5.16503e-05,1,False,0,0.0,1,True,0.96
100000000500040100,peripheral,0.4,0,0.1214,"Обрыв выгрузки на 4-м колене: получил 20 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,20000.0,0.0,1,0,0.0,,0,0,0.0003060504,0.0,1,True,0,0.0,0,False,-0.14
100000000507799100,peripheral,0.5,38,0.2008,"Получил 5 тыс ₸, отдал 8 тыс ₸ (156%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,1,False,1,1,5132.0,8000.0,1,1,1.558846,0.0,1,1,0.0002861211,0.0001153215,1,False,0,0.0,0,False,-0.24
100000000533217100,peripheral,0.7,0,0.3645,"Разовое поступление: 54 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,53587.0,0.0,1,0,0.0,,0,1,0.000653603,0.0,1,False,0,0.0,0,False,-0.31
100000000534581100,peripheral,0.5,3,0.2412,"Получил 56 тыс ₸, отдал 40 тыс ₸ (71%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,2,1,55960.0,40000.0,2,1,0.714796,0.0,0,0,0.0002984533,1.92202e-05,1,False,0,0.0,0,False,0.27
100000000542087100,peripheral,0.4,36,0.016,"Обрыв выгрузки на 4-м колене: получил 9 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,8506.91,0.0,1,0,0.0,,0,0,0.0002864146,0.0,1,True,0,0.0,0,False,-0.14
100000000552584100,peripheral,0.5,23,0.3916,"Получил 2,5 млн ₸, отдал 58 тыс ₸ (2%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,1,2500000.0,57500.0,3,1,0.023,0.0,0,0,0.001325436,0.0,1,False,2,115000.0,0,False,2.24
100000000555721100,terminal,0.656,0,0.4855,"Конечный получатель: 113 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 1 — обход здесь не обрывался",E1,1,False,2,0,113000.0,0.0,3,0,0.0,,1,1,0.000308092,0.0,2,False,0,0.0,0,False,0.07
100000000557536100,peripheral,0.4,36,0.2175,"Обрыв выгрузки на 4-м колене: получил 153 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,153000.0,0.0,7,0,0.0,,0,0,0.0003007725,0.0,1,True,0,0.0,0,False,0.91
100000000560751100,peripheral,0.7,13,0.2053,"Разовое поступление: 25 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,25000.0,0.0,1,0,0.0,,0,0,0.0005524501,0.0,1,False,0,0.0,0,False,-0.4
100000000561160100,peripheral,0.4,2,0.2969,"Обрыв выгрузки на 4-м колене: получил 240 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,240000.0,0.0,1,0,0.0,,0,0,0.0004362546,0.0,1,True,0,0.0,0,False,1.23
100000000569479100,terminal,0.71,0,0.4628,"Конечный получатель: 320 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 3 — обход здесь не обрывался",E1,3,False,1,0,320000.0,0.0,1,0,0.0,,0,0,0.0003949532,0.0,1,False,0,0.0,0,False,0.85
100000000572276100,peripheral,0.5,1,0.1507,"Получил 13 тыс ₸, отдал 35 тыс ₸ (264%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,1,13075.0,34547.0,1,1,2.642218,0.0,0,0,0.00028761,1.387e-06,1,False,0,0.0,0,False,-0.06
100000000580561100,peripheral,0.6,43,0.5315,"Seed-клиент: отправил 1,5 млн ₸ на 3 получателей; признаков сбора или веера нет",P-seed,0,True,2,3,27980.0,1488077.0,3,13,,0.571207,0,1,0.0008349889,1.1889e-06,1,False,2,21477.0,3,False,0.84
100000000581662100,peripheral,0.4,12,0.1214,"Обрыв выгрузки на 4-м колене: получил 21 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,21160.0,0.0,1,0,0.0,,0,0,0.0003029166,0.0,1,True,0,0.0,0,False,-0.14
100000000581682100,peripheral,0.4,28,0.0351,"Обрыв выгрузки на 4-м колене: получил 5 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,5000.0,0.0,1,0,0.0,,0,0,0.0002908622,0.0,1,True,0,0.0,0,False,-0.14
100000000583220100,peripheral,0.5,67,0.3212,"Получил 5 тыс ₸, отдал 761 тыс ₸ (9900%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,1,5000.0,761255.0,1,4,152.251,0.052545,0,0,0.0002981133,1.96165e-05,1,False,0,0.0,1,False,1.43
100000000594783100,peripheral,0.5,23,0.3927,"Получил 2,6 млн ₸, отдал 152 тыс ₸ (6%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,2,2635000.0,152500.0,10,2,0.057875,1.0,0,0,0.0013815888,0.0,1,False,3,245000.0,1,False,2.3
100000000596954100,peripheral,0.5,2,0.4586,"Получил 120 тыс ₸, отдал 48 тыс ₸ (40%) — удерживает часть средств, признаков роли недостаточно",P-other,2,False,1,2,120000.0,48100.0,1,2,0.400833,1.0,0,1,0.0005156145,4.83478e-05,1,False,0,0.0,2,False,0.28
100000000600707100,peripheral,0.4,37,0.2742,"Обрыв выгрузки на 4-м колене: получил 89 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,89000.0,0.0,2,0,0.0,,0,0,0.0005701603,0.0,1,True,0,0.0,0,False,0.54
100000000607731100,peripheral,0.5,29,0.3644,"Получил 20 тыс ₸, отдал 67 тыс ₸ (333%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,1,False,1,1,20000.0,66666.0,1,1,3.3333,0.0,1,1,0.0003175358,5.944e-07,1,False,0,0.0,0,False,-0.11
100000000607941100,peripheral,0.5,5,0.4597,"Получил 50 тыс ₸, отдал 70 тыс ₸ (140%) — удерживает часть средств, признаков роли недостаточно",P-other,2,False,2,1,50000.0,70000.0,3,4,1.4,0.285714,0,1,0.0005785721,5.76607e-05,1,False,1,20000.0,1,False,0.08
100000000608031100,peripheral,0.4,16,0.2119,"Обрыв выгрузки на 4-м колене: получил 30 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,30000.0,0.0,1,0,0.0,,0,0,0.0005386367,0.0,1,True,0,0.0,0,False,-0.14
100000000611474100,peripheral,0.7,22,0.2256,"Разовое поступление: 32 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,32000.0,0.0,1,0,0.0,,0,0,0.0005956217,0.0,1,False,0,0.0,0,False,-0.4
100000000625169100,peripheral,0.7,1,0.1446,"Разовое поступление: 10 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,10000.0,0.0,1,0,0.0,,0,1,0.0002889657,0.0,1,False,0,0.0,0,False,-0.31
100000000627521100,peripheral,0.4,39,0.0102,"Обрыв выгрузки на 4-м колене: получил 6 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,6500.0,0.0,1,0,0.0,,0,0,0.000286099,0.0,1,True,0,0.0,0,False,-0.14
100000000629812100,terminal,0.611,55,0.4268,"Конечный получатель: 22 тыс ₸ от 2 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,2,0,22000.0,0.0,2,0,0.0,,0,2,0.000297984,0.0,1,False,0,0.0,0,False,-0.22
100000000634341100,peripheral,0.4,0,0.2028,"Обрыв выгрузки на 4-м колене: получил 24 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,24000.0,0.0,2,0,0.0,,0,0,0.0005549383,0.0,1,True,0,0.0,0,False,-0.14
100000000640800100,peripheral,0.5,3,0.3421,"Получил 80 тыс ₸, отдал 518 тыс ₸ (648%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,4,80000.0,518135.0,1,6,6.476688,0.031096,0,0,0.0003032403,0.000145175,1,False,0,0.0,1,False,1.27
100000000646541100,terminal,0.663,0,0.4628,"Конечный получатель: 25 тыс ₸ от 3 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,3,0,25300.0,0.0,4,0,0.0,,0,1,0.0005058631,0.0,1,False,0,0.0,0,False,-0.12
100000000655469100,peripheral,0.4,21,0.1515,"Обрыв выгрузки на 4-м колене: получил 20 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,20000.0,0.0,2,0,0.0,,0,0,0.0003454312,0.0,1,True,0,0.0,0,False,-0.14
100000000656682100,transit,0.373,0,0.4365,"Транзит: получил 71 тыс ₸, отдал 80 тыс ₸ (113%); 0% суммы ушло в течение 2 дн. после поступления",T1,3,False,1,2,71000.0,80000.0,1,3,1.126761,0.0,0,0,0.000289568,3.84405e-05,1,False,0,0.0,0,False,0.34
100000000661131100,peripheral,0.7,1,0.0458,"Разовое поступление: 16 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,15600.0,0.0,1,0,0.0,,0,0,0.0002880041,0.0,1,False,0,0.0,0,False,-0.4
100000000661912100,consolidator,0.85,0,0.8796,"Сбор средств: 393 тыс ₸ от 5 плательщиков (из них seed: 1), дальше ушло 110% полученного; до 2 плательщиков в один день",K1,1,False,5,2,393036.0,430700.0,9,8,1.095828,0.751567,1,1,0.0017491598,0.0013336905,2,False,1,126000.0,6,False,1.42
100000000667713100,peripheral,0.5,5,0.4282,"Получил 119 тыс ₸, отдал 79 тыс ₸ (66%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,2,6,119495.0,79236.0,10,7,0.663091,0.472639,1,1,0.000320106,0.0001396763,1,False,2,25500.0,2,False,1.18
100000000673868100,peripheral,0.5,30,0.4505,"Получил 2,0 млн ₸, отдал 383 тыс ₸ (19%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,5,2030650.0,383000.0,5,19,0.18861,0.762402,0,0,0.0011728051,4.10164e-05,1,False,2,264500.0,4,True,2.2
100000000673915100,peripheral,0.4,36,0.0592,"Обрыв выгрузки на 4-м колене: получил 20 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,20200.0,0.0,1,0,0.0,,0,0,0.0002875765,0.0,1,True,0,0.0,0,False,-0.14
100000000703894100,peripheral,0.5,29,0.4327,"Получил 120 тыс ₸, отдал 35 тыс ₸ (29%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,1,1,120000.0,35000.0,1,1,0.291667,0.0,1,1,0.0004773686,5.944e-07,1,False,0,0.0,0,False,0.29
100000000703902100,peripheral,0.7,1,0.2007,"Разовое поступление: 25 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,1,False,1,0,25499.0,0.0,1,0,0.0,,1,1,0.0002909212,0.0,1,False,0,0.0,0,False,-0.48
100000000704700100,peripheral,0.4,24,0.1566,"Обрыв выгрузки на 4-м колене: получил 10 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,10000.0,0.0,1,0,0.0,,0,0,0.0005332552,0.0,1,True,0,0.0,0,False,-0.14
100000000706545100,peripheral,0.5,5,0.5478,"Получил 1,1 млн ₸, отдал 76 тыс ₸ (7%) — удерживает часть средств, признаков роли недостаточно",P-other,1,False,3,1,1070300.0,75800.0,8,3,0.070821,0.0,1,1,0.003226626,1.96165e-05,1,False,1,5500.0,0,False,1.65
100000000718427100,peripheral,0.7,1,0.124,"Разовое поступление: 6 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,6000.0,0.0,1,0,0.0,,0,1,0.0002876071,0.0,1,False,0,0.0,0,False,-0.31
100000000723383100,peripheral,0.5,21,0.4134,"Получил 7 тыс ₸, отдал 75 тыс ₸ (1103%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,2,False,1,2,6800.0,75000.0,1,2,11.029412,0.0,0,1,0.0003893196,0.0002389651,1,False,0,0.0,0,False,-0.12
100000000724540100,peripheral,0.5,17,0.3906,"Получил 50 тыс ₸, отдал 100 тыс ₸ (200%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,2,False,1,1,50000.0,100000.0,1,1,2.0,0.0,0,1,0.0003096347,1.98147e-05,1,False,0,0.0,0,False,0.21
100000000733373100,peripheral,0.7,5,0.2022,"Разовое поступление: 11 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,10710.0,0.0,1,0,0.0,,0,1,0.0003057814,0.0,1,False,0,0.0,0,False,-0.31
100000000733451100,peripheral,0.5,13,0.3875,"Получил 70 тыс ₸, отдал 300 тыс ₸ (429%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,1,70000.0,300000.0,2,1,4.285714,0.0,0,0,0.0005412616,2.45702e-05,1,False,0,0.0,0,False,0.94
100000000733940100,peripheral,0.4,31,0.3298,"Обрыв выгрузки на 4-м колене: получил 752 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,752000.0,0.0,2,0,0.0,,0,0,0.0004111852,0.0,1,True,0,0.0,0,False,2.02
100000000737152100,peripheral,0.4,0,0.1832,"Обрыв выгрузки на 4-м колене: получил 35 тыс ₸ от 1; исходящие не выгружены — роль «конечный» не присваиваем, нужна доп. выгрузка",P-trunc,4,False,1,0,35000.0,0.0,1,0,0.0,,0,0,0.0003445072,0.0,1,True,0,0.0,0,False,-0.11
100000000749118100,peripheral,0.5,0,0.118,"Получил 10 тыс ₸, отдал 16 тыс ₸ (160%) — отдаёт больше полученного: вероятны поступления извне выборки",P-other,3,False,1,1,10330.0,16500.0,1,1,1.597289,0.0,0,0,0.0002861511,1.92202e-05,1,False,0,0.0,0,False,-0.06
100000000764836100,peripheral,0.5,3,0.3402,"Получил 252 тыс ₸, отдал 50 тыс ₸ (20%) — удерживает часть средств, признаков роли недостаточно",P-other,3,False,1,2,251716.0,50000.0,1,2,0.198637,0.5,0,0,0.0003367832,3.84405e-05,1,False,0,0.0,1,False,0.81
100000000765628100,peripheral,0.7,5,0.1971,"Разовое поступление: 5 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,5000.0,0.0,1,0,0.0,,0,1,0.0003154242,0.0,1,False,0,0.0,0,False,-0.31
100000000769919100,terminal,0.675,61,0.5984,"Конечный получатель: 250 тыс ₸ от 1 плательщиков, исходящих ≥5 тыс ₸ нет; колено 2 — обход здесь не обрывался",E1,2,False,1,0,250000.0,0.0,1,0,0.0,,0,1,0.000735447,0.0,1,False,0,0.0,0,False,0.52
100000000782285100,peripheral,0.7,0,0.1001,"Разовое поступление: 6 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,6151.0,0.0,1,0,0.0,,0,0,0.000319603,0.0,1,False,0,0.0,0,False,-0.4
100000000783406100,peripheral,0.7,35,0.0368,"Разовое поступление: 6 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,3,False,1,0,6066.0,0.0,1,0,0.0,,0,0,0.000290196,0.0,1,False,0,0.0,0,False,-0.4
100000000785800100,transit,1.0,56,0.5003,"Транзит: получил 19 тыс ₸, отдал 19 тыс ₸ (100%); 100% суммы ушло в течение 2 дн. после поступления",T1,2,False,1,1,19000.0,19000.0,1,1,1.0,1.0,0,1,0.000356698,0.0,1,False,1,19000.0,1,False,-0.22
100000000790311100,peripheral,0.7,15,0.2634,"Разовое поступление: 46 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,46300.0,0.0,1,0,0.0,,0,1,0.0003002992,0.0,1,False,0,0.0,0,False,-0.31
100000000791285100,transit,0.557,26,0.6315,"Транзит: получил 1,1 млн ₸, отдал 650 тыс ₸ (58%); 95% суммы ушло в течение 2 дн. после поступления",T2,3,False,1,3,1120000.0,650000.0,2,3,0.580357,0.953846,0,0,0.0005664343,3.88368e-05,1,False,1,560000.0,1,False,1.99
100000000795033100,peripheral,0.7,0,0.288,"Разовое поступление: 18 тыс ₸ от 1 плательщика, дальше не уходило; сумма мала",P-leaf,2,False,1,0,18200.0,0.0,1,0,0.0,,0,1,0.0005330177,0.0,1,False,0,0.0,0,False,-0.31
